ID,Station (ft),WSE 'Max' (feet)
1317,885.764,363.402
1318,886.676,363.397
1319,887.593,363.394
1320,888.514,363.39
1321,888.976,363.389
1322,889.438,363.387
1323,890.364,363.384
1324,890.93,363.381
1325,891.288,363.379
1326,892.211,363.371
1327,893.122,363.364
1328,894.015,363.357
1329,894.887,363.35
1330,895.213,363.348
1331,895.746,363.344
1332,896.574,363.342
1333,896.602,363.342
1334,897.464,363.34
1335,898.331,363.338
1336,899.204,363.335
1337,900.086,363.333
1338,900.178,363.333
1339,900.984,363.326
1340,901.897,363.317
1341,902.822,363.308
1342,903.755,363.306
1343,904.554,363.305
1344,904.689,363.305
1345,904.881,363.305
1346,905.624,363.304
1347,905.993,363.304
1348,906.559,363.303
1349,907.494,363.299
1350,908.429,363.292
