ID,Station (ft),Velocity 'Max' (feet/sec)
6025,4167.136,19.274
6026,4167.953,19.575
6027,4168.067,19.619
6028,4168.892,19.939
6029,4169.219,20.086
6030,4169.84,20.34
6031,4170.024,20.413
6032,4170.861,20.695
6033,4172.059,21.127
6034,4172.745,21.387
6035,4173.432,21.359
6036,4174.147,21.942
6037,4174.861,22.207
6038,4176.178,21.985
6039,4177.253,22.451
6040,4178.123,22.514
6041,4178.897,22.66
6042,4179.608,22.75
6043,4179.641,22.753
6044,4180.385,22.813
6045,4181.142,22.885
6046,4181.924,22.979
6047,4182.734,23.09
6048,4183.576,23.227
6049,4184.464,23.43
6050,4185.454,23.725
6051,4186.682,24.2
6052,4187.445,24.502
6053,4188.209,24.614
6054,4188.536,24.752
6055,4189.845,24.685
6056,4190.63,24.647
6057,4191.415,24.613
6058,4192.171,24.581
6059,4192.926,24.561
6060,4194.338,24.699
6061,4195.555,24.816
6062,4196.585,24.913
6063,4197.141,24.965
6064,4197.517,25.046
6065,4198.422,25.107
6066,4199.323,25.083
6067,4200.224,25.148
6068,4201.127,25.269
6069,4202.031,25.436
6070,4202.935,25.575
6071,4203.392,25.63
6072,4203.835,25.683
6073,4204.726,25.781
6074,4205.611,25.867
6075,4206.494,25.944
6076,4206.801,25.968
6077,4206.935,25.953
6078,4207.377,25.908
6079,4207.818,25.869
6080,4208.259,25.837
6081,4209.14,25.792
6082,4209.533,25.781
6083,4210.012,25.775
6084,4210.871,25.79
6085,4211.723,25.784
6086,4211.869,25.778
6087,4212.252,25.769
6088,4212.442,25.767
6089,4212.546,25.766
6090,4212.583,25.766
6091,4212.918,25.769
6092,4213.489,25.782
6093,4213.675,25.789
6094,4214.527,25.823
6095,4215.25,25.855
6096,4215.741,25.875
6097,4215.802,25.87
6098,4217.302,25.774
6099,4218.066,25.745
6100,4218.831,25.729
6101,4220.172,25.732
6102,4221.29,25.724
6103,4221.959,25.734
6104,4222.279,25.742
6105,4223.231,25.77
6106,4224.177,25.805
6107,4224.682,25.825
6108,4225.123,25.858
6109,4226.069,25.936
6110,4226.988,26.018
6111,4227.016,26.021
6112,4227.961,26.115
6113,4228.907,26.222
6114,4229.854,26.322
6115,4230.8,26.425
6116,4230.85,26.43
6117,4231.747,26.535
6118,4232.694,26.647
6119,4233.642,26.759
6120,4234.593,26.836
6121,4235.359,26.905
6122,4235.543,26.92
6123,4236.493,26.994
6124,4237.244,27.054
6125,4237.443,27.071
6126,4237.513,27.077
6127,4238.174,27.137
6128,4238.393,27.145
6129,4238.534,27.15
6130,4238.556,27.15
6131,4238.582,27.151
6132,4238.63,27.153
6133,4239.344,27.182
6134,4240.294,27.229
6135,4241.244,27.289
6136,4242.089,27.355
6137,4242.194,27.364
6138,4242.252,27.369
6139,4242.648,27.405
6140,4243.144,27.411
6141,4244.087,27.424
6142,4244.149,27.425
6143,4244.189,27.426
6144,4245.006,27.444
6145,4245.123,27.448
6146,4245.9,27.481
6147,4246.752,27.542
6148,4247.588,27.574
6149,4248.428,27.579
6150,4249.274,27.611
6151,4249.94,27.651
6152,4250.125,27.664
6153,4250.563,27.698
6154,4250.603,27.702
6155,4250.653,27.706
6156,4250.987,27.735
6157,4251.459,27.78
6158,4251.65,27.799
6159,4251.873,27.789
6160,4252.783,27.755
6161,4253.707,27.732
6162,4254.636,27.729
6163,4255.565,27.757
6164,4256.491,27.775
6165,4257.408,27.746
6166,4258.309,27.757
6167,4259.194,27.793
6168,4260.069,27.848
6169,4260.642,27.892
6170,4260.94,27.867
6171,4261.812,27.803
6172,4262.682,27.754
6173,4263.403,27.729
6174,4263.553,27.726
6175,4264.424,27.726
6176,4265.295,27.741
6177,4266.167,27.685
6178,4267.041,27.665
6179,4267.924,27.672
6180,4268.823,27.7
6181,4269.63,27.743
6182,4269.734,27.73
6183,4270.652,27.628
6184,4271.572,27.55
6185,4272.493,27.502
6186,4273.414,27.485
6187,4273.819,27.488
6188,4274.334,27.477
6189,4275.253,27.413
6190,4275.853,27.388
6191,4276.171,27.378
6192,4277.09,27.359
6193,4278.011,27.352
6194,4278.641,27.355
6195,4278.934,27.33
6196,4279.857,27.253
6197,4280.78,27.183
6198,4281.704,27.128
6199,4282.627,27.096
6200,4283.55,27.058
6201,4284.472,27.011
6202,4285.392,26.999
6203,4286.307,27.015
6204,4286.642,27.028
6205,4286.793,27.034
6206,4287.028,27.045
6207,4287.22,27.054
6208,4287.483,27.069
6209,4287.573,27.074
6210,4287.637,27.077
6211,4288.047,27.089
6212,4288.135,27.092
6213,4288.417,27.104
6214,4288.787,27.122
6215,4289.054,27.137
6216,4289.072,27.138
6217,4289.249,27.149
6218,4289.976,27.205
6219,4290.073,27.214
6220,4290.104,27.217
6221,4290.156,27.222
6222,4290.892,27.299
6223,4291.138,27.329
6224,4291.3,27.35
6225,4291.562,27.386
6226,4291.818,27.423
6227,4292.172,27.477
6228,4292.526,27.499
6229,4292.739,27.514
6230,4292.972,27.532
6231,4293.208,27.552
6232,4293.661,27.594
6233,4293.861,27.613
6234,4294.163,27.643
6235,4294.241,27.651
6236,4294.375,27.664
6237,4294.584,27.686
6238,4294.987,27.728
6239,4295.506,27.782
6240,4295.73,27.806
6241,4295.82,27.815
6242,4296.296,27.865
6243,4296.419,27.878
6244,4296.662,27.903
6245,4297.023,27.912
6246,4297.301,27.92
6247,4297.316,27.92
6248,4297.512,27.926
6249,4298.148,27.949
6250,4298.298,27.955
6251,4298.336,27.957
6252,4298.362,27.958
6253,4298.49,27.963
6254,4298.979,27.986
6255,4299.212,27.999
6256,4299.356,28.006
6257,4299.57,28.019
6258,4299.817,28.034
6259,4300.065,28.049
6260,4300.375,28.07
6261,4300.668,28.092
6262,4300.829,28.104
6263,4300.92,28.112
6264,4301.392,28.132
6265,4301.528,28.133
6266,4301.779,28.136
6267,4302.073,28.141
6268,4302.406,28.148
6269,4302.644,28.153
6270,4303.292,28.172
6271,4303.311,28.172
6272,4303.516,28.178
6273,4304.244,28.203
6274,4304.394,28.208
6275,4304.484,28.211
6276,4305.194,28.238
6277,4305.276,28.242
6278,4305.443,28.249
6279,4305.654,28.257
6280,4305.667,28.257
6281,4306.149,28.248
6282,4306.159,28.248
6283,4306.453,28.243
6284,4306.846,28.236
6285,4307.043,28.233
6286,4307.105,28.232
6287,4307.463,28.228
6288,4307.926,28.223
6289,4308.025,28.222
6290,4308.06,28.222
6291,4308.474,28.219
6292,4308.81,28.218
6293,4309.016,28.218
6294,4309.205,28.219
6295,4309.484,28.221
6296,4309.693,28.224
6297,4309.971,28.229
6298,4310.384,28.223
6299,4310.494,28.218
6300,4310.927,28.204
6301,4311.15,28.198
6302,4311.46,28.191
6303,4311.564,28.189
6304,4311.883,28.184
6305,4312.344,28.178
6306,4312.515,28.176
6307,4312.743,28.175
6308,4312.839,28.174
6309,4313.227,28.173
6310,4313.794,28.173
6311,4313.923,28.174
6312,4314.11,28.175
6313,4314.535,28.177
6314,4314.642,28.178
6315,4314.75,28.176
6316,4314.994,28.173
6317,4315.706,28.166
6318,4315.877,28.164
6319,4316.282,28.162
6320,4316.556,28.161
6321,4316.662,28.161
6322,4317.461,28.163
6323,4317.566,28.164
6324,4317.617,28.164
6325,4317.645,28.165
6326,4318.19,28.173
6327,4318.528,28.182
6328,4318.573,28.183
6329,4318.641,28.185
6330,4319.411,28.199
6331,4319.529,28.197
6332,4319.586,28.197
6333,4320.295,28.194
6334,4320.484,28.195
6335,4321,28.201
6336,4321.178,28.204
6337,4321.44,28.209
6338,4321.607,28.213
6339,4322.062,28.224
6340,4322.179,28.227
6341,4322.394,28.234
6342,4322.617,28.241
6343,4322.945,28.252
6344,4323.342,28.266
6345,4323.36,28.267
6346,4323.627,28.277
6347,4323.828,28.276
6348,4324.283,28.272
6349,4324.543,28.27
6350,4324.638,28.27
6351,4324.71,28.27
6352,4325.198,28.269
6353,4325.213,28.269
6354,4325.591,28.27
6355,4325.649,28.27
6356,4325.726,28.271
6357,4326.14,28.274
6358,4326.473,28.279
6359,4326.66,28.282
6360,4326.91,28.288
6361,4327.065,28.292
6362,4327.354,28.302
6363,4327.67,28.315
6364,4327.989,28.331
6365,4328.095,28.337
6366,4328.235,28.336
6367,4328.681,28.328
6368,4328.913,28.327
6369,4329.117,28.326
6370,4329.279,28.327
6371,4329.691,28.331
6372,4329.837,28.333
6373,4329.999,28.336
6374,4330.464,28.346
6375,4330.702,28.353
6376,4330.761,28.354
6377,4330.88,28.358
6378,4331.648,28.385
6379,4331.686,28.386
6380,4331.713,28.388
6381,4331.761,28.389
6382,4332.61,28.427
6383,4332.643,28.427
6384,4332.724,28.425
6385,4332.833,28.424
6386,4333.524,28.414
6387,4333.534,28.414
6388,4333.734,28.412
6389,4334.018,28.41
6390,4334.405,28.408
6391,4334.456,28.408
6392,4335.202,28.411
6393,4335.287,28.412
6394,4335.374,28.413
6395,4335.756,28.419
6396,4336.288,28.433
6397,4336.386,28.437
6398,4336.767,28.454
6399,4337.05,28.47
6400,4337.205,28.471
6401,4337.569,28.462
6402,4337.777,28.46
6403,4337.933,28.459
6404,4338.134,28.458
6405,4338.75,28.463
6406,4338.788,28.464
6407,4338.815,28.465
6408,4339.01,28.468
6409,4339.073,28.469
6410,4339.699,28.486
6411,4339.798,28.489
6412,4339.93,28.494
6413,4340.019,28.497
6414,4340.582,28.52
6415,4340.808,28.53
6416,4340.965,28.537
6417,4341.109,28.544
6418,4341.466,28.562
6419,4341.606,28.569
6420,4341.818,28.564
6421,4341.912,28.562
6422,4342.349,28.554
6423,4342.829,28.546
6424,4342.857,28.546
6425,4343.232,28.542
6426,4343.469,28.541
6427,4343.801,28.54
6428,4343.839,28.54
6429,4344.116,28.541
6430,4344.648,28.548
6431,4344.739,28.549
6432,4344.849,28.552
6433,4344.999,28.556
6434,4345.673,28.582
6435,4345.829,28.591
6436,4345.859,28.593
6437,4345.882,28.594
6438,4346.04,28.604
6439,4346.605,28.595
6440,4346.765,28.593
6441,4346.87,28.592
6442,4347.009,28.592
6443,4347.535,28.595
6444,4348.465,28.618
6445,4348.531,28.62
6446,4348.89,28.634
6447,4349.372,28.656
6448,4349.396,28.657
6449,4349.414,28.658
6450,4349.901,28.683
6451,4350.326,28.708
6452,4350.556,28.722
6453,4350.594,28.724
6454,4350.912,28.716
6455,4351.256,28.708
6456,4351.747,28.7
6457,4351.923,28.697
6458,4352.187,28.695
6459,4352.931,28.693
6460,4353.117,28.694
6461,4353.808,28.706
6462,4353.947,28.711
6463,4354.048,28.714
6464,4354.136,28.717
6465,4354.684,28.743
6466,4354.959,28.761
6467,4354.978,28.763
6468,4355.332,28.766
6469,4355.561,28.764
6470,4355.909,28.764
6471,4356.438,28.774
6472,4356.839,28.787
6473,4356.982,28.793
6474,4357.315,28.808
6475,4357.724,28.83
6476,4357.77,28.832
6477,4357.994,28.846
6478,4358.191,28.858
6479,4358.7,28.892
6480,4358.92,28.908
6481,4359.005,28.915
6482,4359.068,28.92
6483,4359.476,28.951
6484,4359.582,28.96
6485,4359.631,28.96
6486,4360.017,28.965
6487,4360.116,28.967
6488,4360.562,28.976
6489,4360.822,28.982
6490,4361.029,28.988
6491,4361.312,28.997
6492,4361.492,29.003
6493,4361.699,29.011
6494,4362.041,29.027
6495,4362.422,29.048
6496,4362.575,29.058
6497,4363.053,29.092
6498,4363.353,29.118
6499,4363.703,29.154
6500,4364.065,29.198
6501,4364.283,29.198
6502,4364.329,29.198
6503,4365.214,29.217
6504,4366.048,29.258
6505,4366.088,29.26
6506,4366.145,29.264
6507,4366.96,29.32
6508,4367.075,29.329
6509,4367.1,29.331
6510,4367.291,29.346
6511,4367.836,29.392
6512,4368.005,29.406
6513,4368.111,29.416
6514,4368.487,29.45
6515,4368.57,29.458
6516,4368.713,29.453
6517,4368.936,29.446
6518,4369.123,29.441
6519,4369.59,29.429
6520,4369.682,29.427
6521,4369.863,29.424
6522,4370.135,29.42
6523,4370.468,29.417
6524,4370.782,29.416
6525,4370.875,29.416
6526,4371.146,29.417
6527,4371.347,29.419
6528,4371.687,29.426
6529,4372.063,29.438
6530,4372.157,29.442
6531,4372.228,29.445
6532,4372.572,29.463
6533,4372.706,29.472
6534,4373.108,29.496
6535,4373.168,29.491
6536,4373.248,29.484
6537,4373.434,29.468
6538,4373.989,29.433
6539,4374.27,29.421
6540,4374.437,29.415
6541,4374.867,29.403
6542,4375.081,29.399
6543,4375.19,29.398
6544,4375.631,29.395
6545,4375.745,29.394
6546,4375.877,29.395
6547,4376.202,29.397
6548,4376.621,29.402
6549,4376.669,29.402
6550,4377.214,29.413
6551,4377.46,29.419
6552,4377.558,29.422
6553,4378.023,29.356
6554,4378.226,29.327
6555,4378.252,29.324
6556,4378.375,29.307
6557,4379.048,29.219
6558,4379.237,29.195
6559,4379.853,29.122
6560,4380.148,29.09
6561,4380.245,29.079
6562,4380.674,29.037
6563,4381.25,28.987
6564,4381.477,28.972
6565,4381.51,28.97
6566,4381.988,28.947
6567,4382.253,28.906
6568,4382.356,28.888
6569,4382.56,28.852
6570,4382.924,28.794
6571,4383.205,28.754
6572,4383.861,28.675
6573,4384.054,28.655
6574,4384.258,28.636
6575,4384.714,28.599
6576,4384.798,28.593
6577,4384.905,28.586
6578,4385.26,28.565
6579,4385.732,28.544
6580,4385.762,28.543
6581,4386.264,28.529
6582,4386.564,28.525
6583,4386.627,28.513
6584,4386.66,28.507
6585,4386.892,28.465
6586,4387.267,28.398
6587,4387.503,28.357
6588,4387.581,28.343
6589,4387.999,28.272
6590,4388.272,28.227
6591,4388.384,28.209
6592,4388.497,28.191
6593,4389.113,28.099
6594,4389.266,28.078
6595,4389.41,28.059
6596,4390.146,27.974
6597,4390.234,27.966
6598,4390.32,27.958
6599,4390.648,27.933
6600,4391.026,27.912
6601,4391.22,27.882
6602,4391.29,27.869
6603,4391.381,27.854
6604,4391.91,27.778
6605,4392.106,27.755
6606,4392.3,27.735
6607,4392.797,27.694
6608,4392.981,27.682
6609,4393.313,27.664
6610,4393.686,27.649
6611,4394.326,27.635
6612,4394.575,27.633
6613,4394.719,27.632
6614,4395.34,27.635
6615,4395.465,27.636
6616,4395.559,27.638
6617,4395.585,27.637
6618,4396.227,27.616
6619,4396.356,27.613
6620,4396.445,27.611
6621,4396.89,27.607
6622,4397.249,27.607
6623,4397.294,27.608
6624,4397.377,27.609
6625,4398.147,27.632
6626,4398.403,27.647
6627,4398.861,27.679
6628,4399.049,27.695
6629,4399.436,27.734
6630,4399.772,27.775
6631,4399.957,27.801
6632,4400.268,27.822
6633,4400.471,27.83
6634,4400.867,27.852
6635,4401.044,27.863
6636,4401.412,27.891
6637,4401.503,27.899
6638,4401.653,27.912
6639,4401.776,27.923
6640,4402.245,27.968
6641,4402.528,27.997
6642,4402.68,28.013
6643,4402.964,28.043
6644,4403.089,28.057
6645,4403.549,28.109
6646,4403.58,28.113
6647,4403.939,28.155
6648,4404.238,28.191
6649,4404.479,28.22
6650,4404.569,28.231
6651,4404.789,28.239
6652,4405.377,28.263
6653,4405.516,28.27
6654,4405.589,28.273
6655,4405.637,28.276
6656,4405.875,28.289
6657,4406.274,28.314
6658,4406.486,28.328
6659,4406.609,28.337
6660,4406.793,28.351
6661,4407.171,28.383
6662,4407.34,28.398
6663,4407.627,28.425
6664,4408.036,28.469
6665,4408.066,28.472
6666,4408.207,28.489
6667,4408.639,28.544
6668,4408.959,28.591
6669,4409.097,28.609
6670,4409.646,28.627
6671,4409.856,28.637
6672,4410.008,28.645
6673,4410.65,28.688
6674,4410.763,28.697
6675,4410.928,28.711
6676,4411.422,28.757
6677,4411.681,28.784
6678,4411.847,28.803
6679,4412.605,28.894
6680,4412.659,28.901
6681,4412.764,28.915
6682,4413.53,29.024
6683,4413.569,29.03
6684,4413.644,29.03
6685,4413.664,29.03
6686,4413.68,29.03
6687,4413.847,29.03
6688,4414.457,29.032
6689,4414.595,29.033
6690,4414.757,29.035
6691,4415.386,29.044
6692,4415.509,29.046
6693,4415.673,29.05
6694,4415.875,29.056
6695,4416.322,29.073
6696,4416.42,29.078
6697,4416.679,29.092
6698,4417.001,29.113
6699,4417.271,29.135
6700,4417.327,29.14
6701,4418.137,29.223
6702,4418.229,29.218
6703,4418.692,29.204
6704,4419.128,29.204
6705,4419.198,29.205
6706,4419.282,29.207
6707,4420.026,29.236
6708,4420.167,29.244
6709,4420.429,29.262
6710,4420.707,29.284
6711,4421.137,29.323
6712,4421.575,29.368
6713,4421.714,29.384
6714,4421.823,29.397
6715,4422.107,29.431
6716,4422.565,29.491
6717,4422.717,29.481
6718,4423.077,29.46
6719,4423.729,29.427
6720,4424.047,29.414
6721,4424.517,29.399
6722,4424.736,29.394
6723,4425.015,29.391
6724,4425.416,29.391
6725,4425.743,29.396
6726,4425.986,29.404
6727,4426.162,29.411
6728,4426.314,29.419
6729,4426.751,29.451
6730,4426.957,29.472
6731,4427.758,29.441
6732,4427.926,29.437
6733,4428.11,29.434
6734,4428.456,29.434
6735,4428.766,29.441
6736,4428.896,29.445
6737,4429.008,29.449
6738,4429.603,29.481
6739,4429.773,29.493
6740,4429.866,29.5
6741,4429.906,29.503
6742,4430.749,29.582
6743,4430.78,29.586
6744,4430.805,29.588
6745,4430.836,29.592
6746,4431.005,29.611
6747,4431.557,29.679
6748,4431.703,29.667
6749,4431.788,29.66
6750,4431.806,29.658
6751,4431.896,29.65
6752,4432.601,29.597
6753,4432.775,29.586
6754,4432.795,29.585
6755,4433.043,29.57
6756,4433.499,29.547
6757,4433.746,29.538
6758,4434.189,29.528
6759,4434.398,29.526
6760,4434.715,29.527
6761,4434.81,29.528
6762,4435.295,29.545
6763,4435.336,29.547
6764,4435.685,29.57
6765,4435.817,29.581
6766,4436.194,29.593
6767,4436.482,29.575
6768,4436.655,29.567
6769,4436.824,29.562
6770,4437.625,29.566
6771,4437.832,29.574
6772,4437.99,29.581
6773,4438.595,29.621
6774,4438.776,29.637
6775,4438.839,29.642
6776,4439.294,29.689
6777,4439.565,29.72
6778,4439.787,29.748
6779,4439.846,29.756
6780,4440.532,29.854
6781,4440.549,29.856
6782,4440.854,29.824
6783,4441.067,29.803
6784,4441.498,29.763
6785,4442.211,29.709
6786,4442.46,29.694
6787,4442.484,29.693
6788,4442.868,29.674
6789,4443.355,29.661
6790,4443.384,29.66
6791,4443.422,29.66
6792,4443.875,29.66
6793,4444.285,29.672
6794,4444.383,29.677
6795,4444.497,29.683
6796,4444.882,29.713
6797,4445.185,29.717
6798,4445.344,29.706
6799,4445.64,29.691
6800,4445.889,29.684
6801,4446.085,29.682
6802,4446.304,29.683
6803,4446.782,29.697
6804,4446.896,29.702
6805,4446.985,29.707
6806,4447.266,29.725
6807,4447.74,29.765
6808,4447.903,29.781
6809,4447.925,29.783
6810,4448.226,29.817
6811,4448.91,29.909
6812,4449.187,29.951
6813,4449.543,30.01
6814,4450.148,29.923
6815,4450.21,29.914
6816,4450.586,29.866
6817,4450.924,29.826
6818,4451.109,29.806
6819,4451.353,29.782
6820,4452.069,29.725
6821,4452.387,29.709
6822,4452.938,29.694
6823,4453.031,29.693
6824,4453.287,29.695
6825,4453.638,29.706
6826,4453.945,29.725
6827,4453.991,29.729
6828,4454.187,29.718
6829,4454.78,29.68
6830,4454.952,29.675
6831,4455.913,29.688
6832,4455.923,29.688
6833,4455.959,29.69
6834,4455.988,29.691
6835,4456.872,29.76
6836,4456.889,29.762
6837,4456.966,29.77
6838,4457.064,29.781
6839,4457.79,29.875
6840,4457.83,29.881
6841,4457.973,29.903
6842,4458.204,29.94
6843,4458.536,29.998
6844,4458.785,29.954
6845,4458.98,29.92
6846,4459.594,29.823
6847,4459.74,29.802
6848,4459.986,29.768
6849,4460.496,29.706
6850,4460.695,29.685
6851,4460.993,29.657
6852,4461.399,29.627
6853,4461.649,29.614
6854,4462,29.603
6855,4462.301,29.6
6856,4462.603,29.605
6857,4462.757,29.611
6858,4463.204,29.612
6859,4463.557,29.589
6860,4463.895,29.579
6861,4464.013,29.578
6862,4464.106,29.578
6863,4464.512,29.586
6864,4464.918,29.606
6865,4465.009,29.613
6866,4465.019,29.613
6867,4465.033,29.614
6868,4465.466,29.652
6869,4465.911,29.704
6870,4466.026,29.719
6871,4466.17,29.739
6872,4466.42,29.777
6873,4466.814,29.843
6874,4467.033,29.884
6875,4467.309,29.938
6876,4467.375,29.952
6877,4467.53,29.985
6878,4467.716,29.951
6879,4468.04,29.896
6880,4468.33,29.85
6881,4468.447,29.832
6882,4468.619,29.806
6883,4469.046,29.749
6884,4469.284,29.721
6885,4469.522,29.696
6886,4469.585,29.689
6887,4470.053,29.65
6888,4470.238,29.639
6889,4470.424,29.629
6890,4470.723,29.618
6891,4471.06,29.615
6892,4471.192,29.616
6893,4471.326,29.618
6894,4471.861,29.644
6895,4472.066,29.655
6896,4472.147,29.651
6897,4472.229,29.648
6898,4472.999,29.648
6899,4473.073,29.651
6900,4473.101,29.652
6901,4473.131,29.654
6902,4474.056,29.732
6903,4474.08,29.735
6904,4474.137,29.742
6905,4474.936,29.865
6906,4475.01,29.879
6907,4475.086,29.893
6908,4475.275,29.93
6909,4475.839,30.053
6910,4475.964,30.083
6911,4476.093,30.115
6912,4476.413,30.197
6913,4476.524,30.227
6914,4476.741,30.191
6915,4476.919,30.163
6916,4477.1,30.135
6917,4477.551,30.074
6918,4477.644,30.063
6919,4477.872,30.038
6920,4478.106,30.015
6921,4478.545,29.981
6922,4478.691,29.973
6923,4478.82,29.967
6924,4479.445,29.955
6925,4479.752,29.961
6926,4479.836,29.964
6927,4480.121,29.98
6928,4480.341,29.998
6929,4480.657,30.032
6930,4480.994,30.08
6931,4481.129,30.088
6932,4481.232,30.092
6933,4481.536,30.109
6934,4481.994,30.153
6935,4482.121,30.169
6936,4482.138,30.171
6937,4482.161,30.174
6938,4482.398,30.208
6939,4483.006,30.317
6940,4483.148,30.347
6941,4483.252,30.37
6942,4483.336,30.388
6943,4483.891,30.526
6944,4484.096,30.582
6945,4484.158,30.599
6946,4484.517,30.705
6947,4484.773,30.785
6948,4484.933,30.837
6949,4485.169,30.917
6950,4485.515,31.04
6951,4485.658,30.996
6952,4485.694,30.985
6953,4485.714,30.979
6954,4485.783,30.959
6955,4486.178,30.848
6956,4486.549,30.751
6957,4486.664,30.723
6958,4486.852,30.679
6959,4487.186,30.606
6960,4487.448,30.554
6961,4487.569,30.532
6962,4487.992,30.463
6963,4488.192,30.435
6964,4488.351,30.416
6965,4488.479,30.402
6966,4489.199,30.35
6967,4489.256,30.348
6968,4489.379,30.345
6969,4489.776,30.346
6970,4490.162,30.341
6971,4490.244,30.335
6972,4490.272,30.333
6973,4490.857,30.313
6974,4491.164,30.317
6975,4492.062,30.386
6976,4492.966,30.533
6977,4493.874,30.752
6978,4494.51,30.945
6979,4494.78,30.834
6980,4495.688,30.474
6981,4496.596,30.137
6982,4497.508,29.824
6983,4498.429,29.537
6984,4499.361,29.276
6985,4500.303,29.043
6986,4501.249,28.838
6987,4502.195,28.609
6988,4503.138,28.425
6989,4504.068,28.283
6990,4504.978,28.182
6991,4505.862,28.117
6992,4506.317,28.096
6993,4506.661,28.086
6994,4506.696,28.085
6995,4507.232,28.072
6996,4507.287,28.072
6997,4507.485,28.069
6998,4507.848,28.067
6999,4507.938,28.067
7000,4507.948,0
