ID,Station (ft),Velocity 'Max' (feet/sec)
2531,1692.656,8.117
2532,1693.104,8.137
2533,1693.578,8.159
2534,1694.502,8.202
2535,1695.424,8.243
2536,1696.341,8.264
2537,1697.252,8.285
2538,1698.165,8.306
2539,1699.082,8.327
2540,1699.765,8.343
2541,1700.003,8.344
2542,1700.465,8.346
2543,1700.927,8.346
2544,1701.389,8.35
2545,1701.851,8.351
2546,1702.775,8.355
2547,1703.699,8.36
2548,1704.625,8.367
2549,1705.553,8.379
2550,1706.472,8.394
2551,1706.92,8.4
2552,1707.367,8.414
2553,1708.238,8.422
2554,1708.726,8.43
2555,1709.091,8.442
2556,1709.929,8.472
2557,1710.75,8.503
2558,1711.553,8.535
2559,1712.349,8.571
2560,1713.151,8.61
2561,1713.963,8.191
2562,1714.79,8.177
2563,1715.646,8.204
2564,1716.535,8.263
2565,1717.444,8.338
2566,1717.826,8.367
2567,1718.356,8.36
2568,1719.26,8.348
2569,1720.153,8.335
2570,1721.037,8.323
2571,1721.913,8.311
2572,1722.781,8.275
2573,1723.643,8.221
2574,1724.504,8.167
2575,1725.371,8.112
2576,1726.243,8.058
2577,1726.719,8.028
2578,1727.12,8.026
2579,1727.999,8.025
2580,1728.879,8.028
2581,1729.319,8.03
2582,1729.759,8.071
2583,1730.199,8.035
2584,1730.639,8.038
2585,1731.517,8.159
2586,1732.389,8.352
2587,1733.255,8.569
2588,1734.115,8.826
2589,1734.963,9.133
2590,1735.12,9.2
2591,1735.793,9.403
2592,1736.357,9.237
2593,1736.607,9.211
2594,1737.017,9.108
2595,1737.427,9.042
2596,1738.265,8.96
2597,1739.116,8.918
2598,1739.201,8.916
2599,1739.969,8.855
2600,1740.822,8.825
2601,1741.682,8.865
2602,1742.561,8.913
2603,1742.847,8.93
2604,1743.461,8.968
2605,1744.365,9.031
2606,1744.732,9.059
2607,1745.258,9.122
2608,1746.139,9.236
2609,1747.013,9.359
2610,1747.886,9.49
2611,1748.757,9.63
2612,1749.63,9.857
2613,1750.501,10.158
2614,1751.374,10.513
2615,1752.248,10.926
2616,1752.688,11.16
2617,1753.064,11.369
2618,1753.128,11.44
2619,1754.02,10.884
2620,1754.384,10.668
2621,1754.926,10.524
2622,1755.846,10.313
2623,1756.133,10.253
2624,1756.774,10.114
2625,1757.699,9.911
2626,1758.613,9.736
2627,1759.507,9.738
2628,1760.387,9.741
2629,1761.264,9.743
2630,1762.142,9.745
2631,1762.682,9.747
2632,1763.015,9.76
2633,1763.886,9.794
2634,1764.758,9.828
2635,1764.934,9.834
2636,1765.632,9.861
2637,1766.078,9.879
2638,1766.506,9.895
2639,1767.04,9.916
2640,1767.375,9.928
2641,1768.236,9.96
2642,1769.09,9.994
2643,1769.939,10.029
2644,1770.787,10.065
2645,1771.638,10.103
2646,1771.671,10.105
2647,1772.503,10.132
2648,1773.39,10.162
2649,1774.302,10.196
2650,1775.228,10.234
2651,1776.158,10.26
2652,1777.089,10.275
2653,1778.018,10.309
2654,1778.94,10.329
2655,1779.846,10.404
2656,1780.019,10.424
2657,1780.707,10.362
2658,1780.729,10.358
2659,1781.59,10.245
2660,1782.439,10.182
2661,1783.289,10.16
2662,1784.142,10.165
2663,1784.997,10.183
2664,1785.855,10.157
2665,1786.715,10.129
2666,1787.58,10.099
2667,1788.447,10.07
2668,1789.054,10.047
2669,1789.317,10.044
2670,1790.192,10.094
2671,1791.073,10.131
2672,1791.96,10.171
2673,1792.84,10.211
2674,1793.69,10.249
2675,1794.095,10.2
2676,1794.5,10.217
2677,1794.894,10.234
2678,1795.287,10.297
2679,1796.07,10.323
2680,1796.875,10.351
2681,1797.722,10.382
2682,1798.166,10.398
2683,1798.245,10.402
2684,1798.611,10.45
2685,1799.52,10.57
2686,1800.434,10.682
2687,1801.352,10.797
2688,1802.275,10.936
2689,1803.202,10.956
2690,1804.134,10.862
2691,1805.078,10.785
2692,1806.033,10.75
2693,1806.689,10.706
2694,1806.994,10.687
2695,1807.602,10.652
2696,1807.957,10.683
2697,1808.912,10.779
2698,1809.838,10.887
2699,1810.704,10.973
2700,1810.731,10.976
2701,1811.497,11.06
2702,1812.243,11.092
2703,1812.993,10.97
2704,1813.779,10.78
2705,1814.599,10.726
2706,1815.018,10.634
2707,1815.437,10.587
2708,1815.859,10.542
2709,1816.12,10.514
2710,1816.282,10.541
2711,1817.132,10.689
2712,1817.985,10.841
2713,1818.837,10.945
2714,1819.683,11.085
2715,1820.52,11.323
2716,1821.349,11.37
2717,1822.174,11.273
2718,1823.002,11.299
2719,1823.832,11.349
2720,1824.666,11.401
2721,1825.507,11.406
2722,1825.582,11.409
2723,1826.358,11.287
2724,1827.221,11.167
2725,1828.092,11.063
2726,1828.965,10.976
2727,1829.839,10.908
2728,1830.715,10.872
2729,1831.592,10.85
2730,1832.469,10.834
2731,1833.345,10.822
2732,1834.217,10.819
2733,1834.543,10.821
2734,1835.083,10.833
2735,1835.95,10.853
2736,1836.824,10.874
2737,1837.709,10.897
2738,1838.603,10.922
2739,1839.499,10.912
2740,1840.385,10.903
2741,1841.258,10.872
2742,1842.119,10.848
2743,1842.974,10.824
2744,1843.557,10.807
2745,1843.831,10.807
2746,1844.694,10.809
2747,1845.564,10.817
2748,1846.437,10.829
2749,1847.311,10.845
2750,1847.75,10.818
2751,1848.188,10.814
2752,1848.631,10.81
2753,1849.074,10.808
2754,1849.967,10.809
2755,1850.416,10.811
2756,1850.866,10.827
2757,1851.315,10.813
2758,1851.765,10.814
2759,1852.138,10.814
2760,1852.664,10.798
2761,1852.895,10.79
2762,1853.561,10.809
2763,1854.454,10.83
2764,1855.345,10.854
2765,1856.233,10.887
2766,1857.12,10.909
2767,1858.007,10.883
2768,1858.894,10.852
2769,1859.781,10.823
2770,1860.227,10.812
2771,1860.674,10.797
2772,1861.146,10.781
2773,1861.507,10.768
2774,1861.618,10.776
2775,1862.737,10.923
2776,1864.18,11.015
2777,1865.046,11.214
2778,1865.913,11.323
2779,1866.778,11.347
2780,1867.643,11.305
2781,1869.072,11.391
2782,1870.166,11.413
2783,1870.493,11.42
2784,1870.623,11.412
2785,1871.079,11.382
2786,1871.941,11.328
2787,1872.367,11.283
2788,1872.793,11.245
2789,1873.217,11.205
2790,1873.642,11.221
2791,1874.486,11.168
2792,1875.33,11.021
2793,1875.751,10.79
2794,1876.173,10.688
2795,1876.594,10.59
2796,1877.016,10.629
2797,1877.86,10.43
2798,1878.707,10.229
2799,1878.969,10.166
2800,1879.132,10.156
2801,1879.556,10.132
2802,1879.979,10.121
2803,1880.401,10.113
2804,1881.237,10.128
2805,1881.652,10.149
2806,1882.066,10.262
2807,1882.89,10.236
2808,1883.711,10.31
2809,1884.532,10.434
2810,1885.353,10.616
2811,1886.174,10.815
2812,1886.995,11.026
2813,1887.82,11.239
2814,1887.915,11.264
2815,1888.655,11.169
2816,1889.049,11.026
2817,1889.505,10.967
2818,1890.373,10.839
2819,1891.256,10.697
2820,1892.153,10.414
2821,1893.056,10.272
2822,1893.96,10.261
2823,1894.86,10.339
2824,1895.754,10.335
2825,1896.646,10.376
2826,1897.459,10.413
2827,1897.538,10.425
2828,1898.43,10.57
2829,1899.323,10.719
2830,1900.216,10.876
2831,1901.112,11.042
2832,1902.009,11.262
2833,1902.541,11.198
2834,1902.91,11.157
2835,1903.817,11.055
2836,1904.734,11.016
2837,1905.658,10.994
2838,1906.441,10.973
2839,1906.584,10.96
2840,1907.508,10.877
2841,1908.432,10.806
2842,1909.358,10.769
2843,1910.285,10.764
2844,1911.213,10.765
2845,1912.141,10.763
2846,1913.069,10.768
2847,1913.996,10.778
2848,1914.898,10.789
2849,1914.92,10.79
2850,1915.842,10.852
2851,1916.761,10.914
2852,1917.679,10.976
2853,1918.595,11.042
2854,1919.512,11.105
2855,1920.425,11.112
2856,1921.33,11.119
2857,1922.216,11.139
2858,1923.059,11.18
2859,1923.842,11.245
2860,1924.407,11.314
2861,1924.575,11.353
2862,1925.29,11.537
2863,1926.015,11.744
2864,1926.757,11.978
2865,1927.136,12.068
2866,1927.515,12.187
2867,1927.904,12.317
2868,1928.294,12.51
2869,1929.093,12.559
2870,1929.895,12.566
2871,1930.684,12.638
2872,1931.467,12.715
2873,1932.257,12.963
2874,1932.738,13.09
2875,1933.051,13.228
2876,1933.852,12.563
2877,1934.094,12.301
2878,1934.676,12.063
2879,1935.529,11.648
2880,1936.394,11.077
2881,1937.246,10.635
2882,1938.069,10.668
2883,1938.858,10.117
2884,1939.618,10.385
2885,1940.364,10.263
2886,1940.742,9.994
2887,1941.12,9.971
2888,1941.512,9.949
2889,1941.904,9.982
2890,1942.378,9.901
2891,1942.721,9.893
2892,1943.144,9.769
2893,1943.566,9.709
2894,1943.997,9.675
2895,1944.428,9.865
2896,1945.288,9.856
2897,1946.134,9.647
2898,1946.965,9.85
2899,1947.772,9.842
2900,1948.544,9.84
2901,1949.282,9.844
2902,1950.013,9.852
2903,1950.769,9.863
2904,1951.032,9.873
2905,1951.576,9.901
2906,1952.43,9.994
2907,1953.311,10.069
2908,1954.2,10.144
2909,1955.09,10.221
2910,1955.983,10.299
2911,1956.88,10.328
2912,1957.781,10.456
2913,1958.686,10.535
2914,1959.591,10.614
2915,1960.345,10.68
2916,1960.493,10.693
2917,1961.379,10.795
2918,1962.231,10.847
2919,1963.036,10.925
2920,1963.42,10.96
2921,1963.805,10.998
2922,1964.564,11.073
2923,1965.328,11.014
2924,1966.085,10.93
2925,1966.813,10.867
2926,1967.519,10.826
2927,1968.25,10.782
2928,1969.052,10.749
2929,1969.335,10.741
2930,1969.354,10.74
2931,1969.919,10.705
2932,1970.062,10.696
2933,1970.817,10.656
2934,1971.717,10.616
2935,1972.611,10.588
2936,1973.484,10.571
2937,1974.33,10.495
2938,1975.151,10.375
2939,1975.964,10.258
2940,1976.771,10.142
2941,1977.559,10.028
2942,1978.308,9.916
2943,1979.044,9.904
2944,1979.768,9.878
2945,1980.507,9.844
2946,1981.264,9.812
2947,1982.033,9.78
2948,1982.816,9.73
2949,1983.375,9.655
2950,1983.609,9.627
2951,1984.408,9.546
2952,1985.205,9.533
2953,1986.002,9.625
2954,1986.672,9.796
2955,1986.815,9.895
2956,1987.619,10.094
2957,1987.647,10.088
2958,1988.485,9.996
2959,1989.317,9.892
2960,1990.149,9.889
2961,1990.379,9.897
2962,1990.977,9.941
2963,1991.797,9.997
2964,1992.603,10.379
2965,1993.423,10.867
2966,1994.304,11.433
2967,1995.258,12.053
2968,1995.505,12.207
2969,1996.24,13.282
2970,1996.932,14.122
2971,1997.204,13.839
2972,1997.677,13.469
2973,1998.149,12.947
2974,1999.093,12.129
2975,2000.044,11.357
2976,2001,10.65
2977,2001.479,10.546
2978,2001.958,10.474
2979,2002.437,10.402
2980,2002.916,10.327
2981,2003.87,10.195
2982,2004.818,10.063
2983,2005.271,10.001
2984,2005.759,9.98
2985,2006.696,9.941
2986,2007.635,9.902
2987,2008.576,9.863
2988,2009.518,9.825
2989,2010.46,9.888
2990,2010.931,9.928
2991,2011.402,9.973
2992,2012.344,10.079
2993,2013.285,10.205
2994,2013.778,10.278
2995,2014.225,10.429
2996,2014.739,10.303
2997,2015.163,10.257
2998,2016.097,10.166
2999,2017.03,10.09
3000,2017.963,10.03
3001,2018.896,9.986
3002,2019.828,10.001
3003,2020.761,10.026
3004,2021.694,10.054
3005,2022.626,10.085
3006,2023.239,10.108
3007,2023.557,10.145
3008,2024.486,10.258
3009,2025.41,10.38
3010,2026.328,10.512
3011,2027.235,10.655
3012,2028.131,10.645
3013,2029.023,10.594
3014,2029.912,10.553
3015,2030.803,10.521
3016,2031.669,10.504
3017,2031.702,10.504
3018,2032.617,10.499
3019,2033.552,10.565
3020,2034.502,10.611
3021,2034.978,10.575
3022,2035.453,10.607
3023,2035.923,10.648
3024,2036.393,10.694
3025,2037.316,10.569
3026,2037.835,10.487
3027,2038.219,10.423
3028,2039.096,10.271
3029,2039.947,10.123
3030,2040.786,9.958
3031,2041.204,9.905
3032,2041.626,9.958
3033,2042.467,10.08
3034,2043.313,10.216
3035,2044.173,10.379
3036,2045.053,10.582
3037,2045.949,10.835
3038,2046.85,11.12
3039,2047.752,11.416
3040,2048.65,11.719
3041,2049.541,12.023
3042,2049.665,12.058
3043,2050.419,12.337
3044,2051.286,12.663
3045,2052.146,12.981
3046,2052.998,13.285
3047,2053.84,13.58
3048,2054.677,13.871
3049,2055.518,14.047
3050,2056.377,14.019
3051,2057.256,14.137
3052,2058.15,14.508
3053,2059.051,15.286
3054,2059.954,16.817
3055,2060.456,17.452
3056,2060.857,17.629
3057,2060.981,17.589
3058,2061.76,17.251
3059,2062.663,16.626
3060,2063.565,15.903
3061,2064.466,15.167
3062,2065.366,14.427
3063,2066.269,13.851
3064,2067.176,13.506
3065,2068.086,13.439
3066,2068.998,13.305
3067,2069.909,13.033
3068,2070.36,12.903
3069,2070.82,12.788
3070,2071.727,12.562
3071,2072.622,12.339
3072,2073.056,12.214
3073,2073.49,12.116
3074,2073.907,12.032
3075,2074.324,11.941
3076,2075.135,11.807
3077,2075.226,11.79
3078,2075.941,11.66
3079,2076.755,11.479
3080,2077.15,11.409
3081,2077.58,11.388
3082,2078.413,11.355
3083,2079.251,11.316
3084,2080.097,11.284
3085,2080.959,11.255
3086,2081.835,11.244
3087,2082.72,11.266
3088,2083.604,11.313
3089,2084.042,11.346
3090,2084.479,11.362
3091,2085.34,11.461
3092,2085.551,11.493
3093,2086.161,11.366
3094,2086.189,11.361
3095,2087.036,11.382
3096,2087.882,11.611
3097,2088.717,11.965
3098,2089.528,12.385
3099,2090.312,12.819
3100,2091.076,13.2
3101,2091.838,13.389
3102,2092.618,13.352
3103,2092.901,13.501
3104,2093.429,14.176
3105,2094.277,15.38
3106,2094.333,15.468
3107,2095.161,17.479
3108,2095.656,18.208
3109,2096.072,17.626
3110,2096.93,16.469
3111,2096.997,16.379
3112,2097.927,15.118
3113,2098.857,13.845
3114,2099.784,12.58
3115,2100.702,12.036
3116,2101.605,11.572
3117,2102.493,11.148
3118,2103.371,10.765
3119,2104.1,10.475
3120,2104.246,10.457
3121,2105.125,10.358
3122,2106.01,10.298
3123,2106.899,10.253
3124,2107.345,10.239
3125,2107.79,10.212
3126,2108.679,10.177
3127,2109.568,10.11
3128,2110.015,10.086
3129,2110.462,10.055
3130,2110.914,10.027
3131,2111.366,10.006
3132,2112.273,9.96
3133,2112.495,9.95
3134,2113.179,9.873
3135,2113.481,9.766
3136,2114.077,9.727
3137,2114.968,9.76
3138,2115.851,9.875
3139,2116.724,10.053
3140,2117.571,10.29
3141,2118.375,10.201
3142,2119.147,10.066
3143,2119.925,9.947
3144,2120.733,9.807
3145,2121.556,9.651
3146,2122.106,9.531
3147,2122.353,9.52
3148,2123.109,9.483
3149,2123.476,9.513
3150,2123.842,9.447
3151,2124.571,9.5
3152,2124.939,9.496
3153,2125.307,9.38
3154,2125.682,9.489
3155,2126.056,9.357
3156,2126.44,9.481
3157,2126.823,9.359
3158,2127.604,9.551
3159,2128.398,9.494
3160,2129.201,9.667
3161,2130.01,9.678
3162,2130.819,9.78
3163,2131.057,9.81
3164,2131.633,9.825
3165,2132.456,9.846
3166,2133.3,9.867
3167,2134.166,9.889
3168,2135.047,9.911
3169,2135.931,10.029
3170,2136.814,9.961
3171,2137.696,10
3172,2138.577,10.049
3173,2139.46,10.108
3174,2140.037,10.153
3175,2140.346,10.12
3176,2140.791,10.128
3177,2141.236,10.105
3178,2142.135,10.045
3179,2143.042,9.914
3180,2143.955,9.875
3181,2144.868,9.823
3182,2145.769,9.761
3183,2146.645,9.73
3184,2147.484,9.651
3185,2148.289,9.604
3186,2148.519,9.591
3187,2149.077,9.625
3188,2149.452,9.618
3189,2149.868,9.655
3190,2150.664,9.739
3191,2151.467,9.844
3192,2152.286,9.97
3193,2153.137,10.169
3194,2154.026,10.266
3195,2154.485,10.331
3196,2154.944,10.356
3197,2155.41,10.382
3198,2155.877,10.386
3199,2156.812,10.462
3200,2157.749,10.512
3201,2158.009,10.53
3202,2158.685,10.477
3203,2159.621,10.404
3204,2160.558,10.332
3205,2161.494,10.264
3206,2162.43,10.166
3207,2163.362,9.974
3208,2163.823,9.883
3209,2164.283,9.79
3210,2164.734,9.698
3211,2165.184,9.605
3212,2166.065,9.429
3213,2166.5,9.342
3214,2166.932,9.287
3215,2167.39,9.289
3216,2167.788,9.327
3217,2168.634,9.426
3218,2169.472,9.51
3219,2170.306,9.613
3220,2171.139,9.707
3221,2171.971,9.782
3222,2172.803,9.824
3223,2173.634,9.87
3224,2174.465,9.923
3225,2175.303,9.982
3226,2175.973,10.033
3227,2176.146,10.025
3228,2176.987,9.988
3229,2177.815,9.949
3230,2178.628,9.912
3231,2179.433,9.876
3232,2180.236,9.844
3233,2181.044,9.802
3234,2181.863,9.635
3235,2182.282,9.665
3236,2182.7,9.619
3237,2183.126,9.571
3238,2183.551,9.473
3239,2184.406,9.412
3240,2184.692,9.394
3241,2185.259,9.476
3242,2186.11,9.605
3243,2186.962,9.74
3244,2187.823,9.879
3245,2188.701,10.03
3246,2189.6,10.148
3247,2190.51,10.194
3248,2191.424,10.253
3249,2192.339,10.335
3250,2193.253,10.41
3251,2193.946,10.482
3252,2194.156,10.494
3253,2194.896,10.531
3254,2195.025,10.538
3255,2195.83,10.545
3256,2196.562,10.607
3257,2197.25,10.652
3258,2197.93,10.722
3259,2198.63,10.671
3260,2199.356,10.518
3261,2200.097,10.386
3262,2200.851,10.275
3263,2201.62,10.178
3264,2202.403,10.104
3265,2202.545,10.093
3266,2203.196,10.165
3267,2203.992,10.267
3268,2204.79,10.351
3269,2205.595,10.515
3270,2206.415,10.662
3271,2206.835,10.742
3272,2207.255,10.71
3273,2208.113,10.545
3274,2208.981,10.392
3275,2209.854,10.25
3276,2210.731,10.17
3277,2211.615,10.005
3278,2211.919,9.967
3279,2212.504,9.98
3280,2213.396,10.007
3281,2214.289,10.027
3282,2215.182,10.054
3283,2216.08,10.088
3284,2216.986,10.092
3285,2217.905,10.082
3286,2218.832,10.074
3287,2219.293,10.07
3288,2219.753,10.068
3289,2220.205,10.066
3290,2220.656,10.061
3291,2220.898,10.064
3292,2221.543,10.056
3293,2222.42,10.048
3294,2223.292,10.055
3295,2224.156,10.047
3296,2225.013,10.054
3297,2225.87,10.055
3298,2226.739,10.06
3299,2227.625,10.08
3300,2228.53,10.117
3301,2228.989,10.201
3302,2229.447,10.211
3303,2229.887,10.202
3304,2229.906,10.203
3305,2230.364,10.204
3306,2231.277,10.222
3307,2232.187,10.239
3308,2233.097,10.312
3309,2234.007,10.332
3310,2234.918,10.394
3311,2235.834,10.329
3312,2236.756,10.344
3313,2237.683,10.388
3314,2238.612,10.442
3315,2238.873,10.46
3316,2239.543,10.535
3317,2240.475,10.659
3318,2241.406,10.811
3319,2242.337,10.991
3320,2243.267,11.194
3321,2243.815,11.145
3322,2244.195,11.088
3323,2245.119,10.958
3324,2246.039,10.83
3325,2246.955,10.72
3326,2247.855,10.624
3327,2247.867,10.624
3328,2248.777,10.649
3329,2249.685,10.68
3330,2250.588,10.72
3331,2251.036,10.75
3332,2251.484,10.776
3333,2251.928,10.804
3334,2252.373,10.815
3335,2253.255,10.756
3336,2254.131,10.663
3337,2254.997,10.611
3338,2255.073,10.605
3339,2255.852,10.54
3340,2256.702,10.469
3341,2256.84,10.459
3342,2257.552,10.381
3343,2258.411,10.294
3344,2258.688,10.265
3345,2259.287,10.202
3346,2260.184,10.107
3347,2261.097,10.013
3348,2262.015,9.954
3349,2262.932,9.908
3350,2263.849,9.862
3351,2264.769,9.818
3352,2265.687,9.775
3353,2265.823,9.769
3354,2266.59,9.821
3355,2267.461,9.884
3356,2267.916,9.912
3357,2268.296,9.937
3358,2269.103,10.015
3359,2269.891,10.082
3360,2270.659,10.084
3361,2271.409,10.022
3362,2272.157,9.967
3363,2272.917,9.917
3364,2273.689,9.874
3365,2274.475,9.839
3366,2274.81,9.826
3367,2275.285,9.81
3368,2276.131,9.789
3369,2277.01,9.766
3370,2277.908,9.757
3371,2278.362,9.772
3372,2278.815,9.776
3373,2279.272,9.775
3374,2279.729,9.752
3375,2280.65,9.738
3376,2281.575,9.736
3377,2282.502,9.722
3378,2283.265,9.716
3379,2283.429,9.723
3380,2284.119,9.744
3381,2284.356,9.759
3382,2285.283,9.82
3383,2286.208,9.88
3384,2287.13,9.932
3385,2288.044,9.999
3386,2288.952,10.014
3387,2289.856,10.008
3388,2290.759,10.021
3389,2291.662,10.045
3390,2292.566,10.088
3391,2292.778,10.1
3392,2293.471,10.07
3393,2294.378,10.053
3394,2295.289,10.038
3395,2296.201,10.041
3396,2297.113,10.064
3397,2298.023,10.056
3398,2298.923,10.039
3399,2299.805,9.991
3400,2300.668,9.985
3401,2301.515,9.989
3402,2301.762,9.985
3403,2302.349,9.993
3404,2303.172,10.012
3405,2303.989,10.04
3406,2304.806,10.044
3407,2305.627,10.135
3408,2306.455,10.231
3409,2307.284,10.474
3410,2308.099,10.747
3411,2308.891,11.034
3412,2309.284,11.175
3413,2309.678,11.332
3414,2310.084,11.507
3415,2310.17,11.546
3416,2310.49,11.789
3417,2311.34,11.51
3418,2311.432,11.382
3419,2312.221,10.965
3420,2313.119,10.535
3421,2314.028,10.177
3422,2314.944,9.876
3423,2315.864,10.169
3424,2316.785,10.561
3425,2317.707,10.974
3426,2318.622,11.424
3427,2319.037,11.652
3428,2319.51,11.65
3429,2320.355,11.486
3430,2320.461,11.413
3431,2321.167,11.03
3432,2321.978,10.655
3433,2322.817,10.342
3434,2323.713,10.099
3435,2324.662,9.945
3436,2325.617,9.843
3437,2326.528,9.76
3438,2327.382,9.557
3439,2328.205,9.645
3440,2328.723,9.619
3441,2329.019,9.635
3442,2329.424,9.544
3443,2329.829,9.504
3444,2330.623,9.435
3445,2331.006,9.406
3446,2331.388,9.462
3447,2332.127,9.336
3448,2332.856,9.28
3449,2333.446,9.161
3450,2333.598,9.128
3451,2334.215,9.013
3452,2334.365,8.986
3453,2335.158,9.019
3454,2335.969,8.906
3455,2336.783,8.739
3456,2337.321,8.713
3457,2337.59,8.722
3458,2337.988,8.735
3459,2338.387,8.732
3460,2338.778,8.762
3461,2339.169,8.738
3462,2339.55,8.79
3463,2339.932,8.739
3464,2340.677,8.743
3465,2341.416,8.757
3466,2342.167,8.877
3467,2342.937,8.775
3468,2343.73,8.793
3469,2344.549,8.829
3470,2345.392,8.878
3471,2346.249,8.936
3472,2346.705,8.967
3473,2347.117,8.975
3474,2348,9.014
3475,2348.57,9.034
3476,2348.899,9.047
3477,2349.81,9.053
3478,2350.729,9.088
3479,2351.657,9.2
3480,2352.594,9.205
3481,2353.538,9.275
3482,2354.476,9.349
3483,2355.217,9.413
3484,2355.395,9.43
3485,2356.293,9.519
3486,2357.178,9.604
3487,2358.057,9.693
3488,2358.926,9.835
3489,2359.784,9.897
3490,2360.639,9.885
3491,2361.506,9.853
3492,2362.396,9.838
3493,2363.306,9.826
3494,2364.224,9.791
3495,2364.662,9.799
3496,2365.142,9.806
3497,2366.055,9.837
3498,2366.959,9.888
3499,2367.853,9.955
3500,2368.069,9.976
3501,2368.745,10.046
3502,2369.237,10.079
3503,2369.64,10.01
3504,2370.54,9.87
3505,2371.443,9.747
3506,2371.895,9.692
3507,2372.346,9.642
3508,2372.796,9.597
3509,2373.246,9.555
3510,2373.639,9.524
3511,2374.133,9.575
3512,2375.001,9.673
3513,2375.848,9.782
3514,2376.684,9.9
3515,2377.516,10.027
3516,2378.348,10.126
3517,2379.18,10.108
3518,2380.019,10.095
3519,2380.87,10.088
3520,2381.74,10.084
3521,2382.613,10.077
3522,2383.464,10.041
3523,2384.282,10.007
3524,2385.087,9.975
3525,2385.898,9.945
3526,2386.718,9.92
3527,2387.54,9.888
3528,2388.366,9.846
3529,2389.208,9.804
3530,2390.075,9.77
3531,2390.958,9.732
3532,2391.563,9.708
3533,2391.837,9.698
3534,2392.7,9.662
3535,2393.126,9.627
3536,2393.552,9.623
3537,2394.406,9.582
3538,2395.271,9.568
3539,2396.15,9.559
3540,2397.037,9.572
3541,2397.928,9.596
3542,2398.821,9.622
3543,2399.71,9.645
3544,2400.061,9.654
3545,2400.543,9.667
3546,2400.57,9.67
3547,2401.373,9.762
3548,2402.119,9.846
3549,2402.843,9.902
3550,2403.585,10.008
3551,2404.376,10.096
3552,2405.235,10.164
3553,2406.15,10.166
3554,2407.088,10.189
3555,2408.029,10.232
3556,2408.953,10.293
3557,2409.296,10.283
3558,2409.833,10.24
3559,2410.257,10.078
3560,2410.665,10.052
3561,2411.482,9.962
3562,2411.897,9.903
3563,2412.312,9.852
3564,2413.164,9.786
3565,2414.037,9.666
3566,2414.919,9.67
3567,2415.794,9.692
3568,2416.665,9.718
3569,2417.54,9.748
3570,2418.11,9.77
3571,2418.428,9.759
3572,2419.328,9.719
3573,2420.235,9.689
3574,2421.143,9.667
3575,2421.597,9.682
3576,2422.051,9.684
3577,2422.503,9.689
3578,2422.956,9.674
3579,2423.853,9.64
3580,2424.732,9.616
3581,2425.591,9.639
3582,2426.439,9.65
3583,2427.295,9.639
3584,2427.543,9.626
3585,2428.166,9.574
3586,2429.036,9.532
3587,2429.888,9.498
3588,2430.723,9.481
3589,2431.554,9.477
3590,2432.384,9.481
3591,2433.209,9.503
3592,2434.038,9.527
3593,2434.878,9.553
3594,2435.724,9.58
3595,2436.543,9.607
3596,2436.566,9.607
3597,2437.403,9.605
3598,2438.238,9.587
3599,2439.072,9.595
3600,2439.903,9.568
3601,2440.725,9.583
3602,2441.533,9.597
3603,2441.932,9.604
3604,2442.33,9.62
3605,2442.726,9.637
3606,2443.122,9.649
3607,2443.913,9.688
3608,2444.402,9.709
3609,2444.703,9.723
3610,2444.958,9.734
3611,2445.493,9.788
3612,2445.903,9.865
3613,2446.283,9.934
3614,2447.077,10.084
3615,2447.884,10.244
3616,2448.715,10.381
3617,2449.577,10.604
3618,2450.466,10.751
3619,2451.371,10.812
3620,2452.276,10.88
3621,2453.171,10.955
3622,2454.045,11.031
3623,2454.51,11.08
3624,2454.901,11.122
3625,2455.747,11.214
3626,2456.592,11.316
3627,2457.439,11.429
3628,2458.286,11.547
3629,2459.134,11.646
3630,2459.98,11.555
3631,2460.816,11.472
3632,2461.633,11.397
3633,2462.422,11.33
3634,2463.188,11.272
3635,2463.486,11.25
3636,2463.941,11.252
3637,2464.695,11.201
3638,2465.079,11.261
3639,2465.463,11.266
3640,2465.864,11.273
3641,2466.264,11.18
3642,2466.686,11.291
3643,2467.108,11.301
3644,2467.546,11.314
3645,2467.985,11.222
3646,2468.88,11.235
3647,2469.779,11.164
3648,2470.679,11.068
3649,2471.579,11.015
3650,2472.019,10.987
3651,2472.48,10.946
3652,2473.381,10.858
3653,2474.277,10.757
3654,2474.722,10.702
3655,2475.166,10.582
3656,2476.046,10.47
3657,2476.92,10.378
3658,2477.789,10.355
3659,2478.65,10.334
3660,2479.501,10.316
3661,2480.356,10.296
3662,2481.232,10.283
3663,2481.459,10.282
3664,2482.139,10.285
3665,2483.069,10.278
3666,2484.015,10.282
3667,2484.968,10.291
3668,2485.913,10.285
3669,2486.826,10.214
3670,2487.682,10.165
3671,2488.48,10.138
3672,2489.245,10.127
3673,2489.629,10.128
3674,2489.999,10.131
3675,2490.013,10.131
3676,2490.408,10.145
3677,2490.804,10.11
3678,2490.89,10.101
3679,2491.612,10.142
3680,2492.412,10.188
3681,2493.187,10.234
3682,2493.936,10.28
3683,2494.304,10.309
3684,2494.671,10.335
3685,2495.037,10.362
3686,2495.404,10.369
3687,2496.155,10.42
3688,2496.942,10.451
3689,2497.769,10.512
3690,2498.627,10.55
3691,2499.424,10.6
3692,2499.499,10.598
3693,2500.376,10.573
3694,2501.254,10.549
3695,2501.695,10.556
