ID,Station (ft),WSE 'Max' (feet)
1140,783.438,362.425
1141,783.584,362.424
1142,783.649,362.424
1143,783.806,362.424
1144,784.659,362.42
1145,785.51,362.415
1146,786.342,362.408
1147,786.377,362.408
1148,787.143,362.405
1149,787.915,362.402
1150,788.667,362.399
1151,789.414,362.395
1152,790.167,362.392
1153,790.937,362.388
1154,791.731,362.385
1155,792.353,362.382
1156,792.533,362.38
1157,793.321,362.37
1158,794.095,362.36
1159,794.878,362.359
1160,795.693,362.358
1161,796.062,362.358
1162,796.542,362.358
1163,797.424,362.356
1164,798.331,362.354
1165,799.236,362.35
1166,800.111,362.347
1167,800.953,362.344
1168,801.77,362.342
1169,802.578,362.339
1170,803.383,362.334
1171,804.188,362.327
1172,804.313,362.325
1173,804.994,362.319
1174,805.804,362.311
1175,806.621,362.31
1176,807.134,362.309
1177,807.444,362.309
1178,808.263,362.306
1179,809.073,362.302
1180,809.474,362.299
1181,809.874,362.297
1182,810.67,362.291
1183,811.46,362.286
1184,812.243,362.281
1185,812.637,362.279
1186,813.031,362.277
1187,813.435,362.276
1188,813.839,362.274
1189,814.258,362.272
1190,814.626,362.27
1191,814.676,362.27
1192,815.537,362.266
1193,815.973,362.263
1194,816.41,362.259
1195,817.284,362.253
1196,818.149,362.248
1197,818.979,362.243
1198,819.741,362.239
1199,820.435,362.234
1200,821.108,362.229
1201,821.82,362.223
1202,822.388,362.217
1203,822.581,362.217
1204,823.371,362.213
1205,824.175,362.21
1206,824.987,362.207
1207,825.593,362.205
1208,825.803,362.204
1209,826.616,362.201
1210,827.424,362.199
1211,828.238,362.196
1212,828.29,362.196
1213,829.07,362.188
1214,829.928,362.18
1215,830.808,362.172
1216,831.69,362.172
1217,832.557,362.172
1218,833.207,362.172
1219,833.399,362.172
1220,834.217,362.17
1221,835.007,362.168
1222,835.393,362.166
1223,835.779,362.165
1224,836.556,362.161
1225,836.567,362.161
1226,836.717,362.161
1227,837.359,362.158
1228,838.195,362.155
1229,838.999,362.153
1230,839.052,362.152
1231,839.916,362.149
1232,840.371,362.146
1233,840.634,362.145
1234,840.779,362.145
1235,841.632,362.141
1236,842.227,362.139
1237,842.471,362.138
1238,843.304,362.134
1239,844.142,362.13
1240,844.989,362.126
1241,845.416,362.124
1242,845.823,362.122
1243,845.844,362.122
1244,846.707,362.113
1245,847.57,362.104
1246,848.434,362.096
1247,849.298,362.095
1248,850.162,362.095
1249,850.592,362.095
1250,850.74,362.095
1251,851.023,362.094
1252,851.872,362.093
1253,852.706,362.091
1254,853.526,362.088
1255,854.342,362.086
1256,855.153,362.084
1257,855.552,362.082
1258,855.951,362.081
1259,856.344,362.08
1260,856.736,362.079
1261,857.519,362.075
1262,858.303,362.071
1263,859.097,362.066
1264,859.205,362.066
1265,859.926,362.065
1266,860.798,362.064
1267,861.682,362.063
1268,862.024,362.062
1269,862.277,362.062
1270,862.581,362.061
1271,863.519,362.059
1272,863.711,362.059
1273,864.464,362.058
1274,864.626,362.058
1275,865.349,362.053
1276,866.157,362.047
1277,866.922,362.041
1278,867.68,362.035
1279,868.449,362.035
1280,869.235,362.034
1281,870.037,362.033
1282,870.78,362.033
1283,870.851,362.033
1284,871.662,362.031
1285,872.058,362.029
1286,872.454,362.026
1287,872.705,362.025
1288,872.782,362.025
1289,872.812,362.025
1290,872.833,362.024
1291,873.213,362.023
1292,873.947,362.02
1293,874.68,362.018
1294,875.434,362.016
1295,875.619,362.015
1296,875.69,362.015
1297,875.824,362.014
1298,876.024,362.014
1299,876.215,362.013
1300,877.003,362.009
1301,877.087,362.009
1302,877.138,362.009
1303,877.785,362.006
1304,878.579,362.002
1305,879.415,362
1306,879.611,361.999
1307,880.296,361.997
1308,881.201,361.995
1309,882.113,361.993
1310,882.189,361.993
1311,883.026,361.989
1312,883.483,361.986
1313,883.939,361.984
1314,884.282,361.983
1315,884.424,361.982
1316,884.852,361.98
1317,885.764,361.976
1318,886.676,361.971
1319,887.593,361.968
1320,888.514,361.965
1321,888.976,361.963
1322,889.438,361.961
1323,890.364,361.958
1324,890.93,361.956
1325,891.288,361.953
1326,892.211,361.945
1327,893.122,361.938
1328,894.015,361.931
1329,894.887,361.925
1330,895.213,361.922
1331,895.746,361.919
1332,896.574,361.916
1333,896.602,361.916
1334,897.464,361.914
1335,898.331,361.912
1336,899.204,361.91
1337,900.086,361.908
1338,900.178,361.908
1339,900.984,361.9
1340,901.897,361.892
1341,902.822,361.883
1342,903.755,361.881
1343,904.554,361.88
1344,904.689,361.88
1345,904.881,361.88
1346,905.624,361.88
1347,905.993,361.879
1348,906.559,361.878
1349,907.494,361.874
1350,908.429,361.868
1351,909.364,361.862
