OBJECTID *,Shape *,ORIG_FID,FID_,FID_lidar2,Shape_Leng,elev
347,Point Z,0,6,0,4507.954197,370.733641
348,Point Z,0,6,0,4507.954197,370.733641
349,Point Z,0,6,0,4507.954197,370.733313
350,Point Z,0,6,0,4507.954197,370.733313
351,Point Z,0,6,0,4507.954197,370.733313
352,Point Z,0,6,0,4507.954197,370.732985
353,Point Z,0,6,0,4507.954197,370.732985
354,Point Z,0,6,0,4507.954197,370.730361
355,Point Z,0,6,0,4507.954197,370.306477
356,Point Z,0,6,0,4507.954197,370.252015
357,Point Z,0,6,0,4507.954197,370.251687
358,Point Z,0,6,0,4507.954197,370.251359
359,Point Z,0,6,0,4507.954197,370.251359
360,Point Z,0,6,0,4507.954197,370.251031
361,Point Z,0,6,0,4507.954197,370.250703
362,Point Z,0,6,0,4507.954197,370.250375
363,Point Z,0,6,0,4507.954197,370.250047
364,Point Z,0,6,0,4507.954197,370.249718
365,Point Z,0,6,0,4507.954197,370.249718
366,Point Z,0,6,0,4507.954197,370.24939
367,Point Z,0,6,0,4507.954197,370.249062
368,Point Z,0,6,0,4507.954197,370.248734
369,Point Z,0,6,0,4507.954197,370.248406
370,Point Z,0,6,0,4507.954197,370.248406
371,Point Z,0,6,0,4507.954197,370.248078
372,Point Z,0,6,0,4507.954197,370.24775
373,Point Z,0,6,0,4507.954197,370.247422
374,Point Z,0,6,0,4507.954197,370.247094
375,Point Z,0,6,0,4507.954197,370.247094
376,Point Z,0,6,0,4507.954197,370.246766
377,Point Z,0,6,0,4507.954197,370.246438
378,Point Z,0,6,0,4507.954197,370.24611
379,Point Z,0,6,0,4507.954197,370.245781
380,Point Z,0,6,0,4507.954197,370.245781
381,Point Z,0,6,0,4507.954197,370.245453
382,Point Z,0,6,0,4507.954197,370.245125
383,Point Z,0,6,0,4507.954197,370.244797
384,Point Z,0,6,0,4507.954197,370.244469
385,Point Z,0,6,0,4507.954197,370.244469
386,Point Z,0,6,0,4507.954197,370.244141
387,Point Z,0,6,0,4507.954197,370.243813
388,Point Z,0,6,0,4507.954197,370.243485
389,Point Z,0,6,0,4507.954197,370.243485
390,Point Z,0,6,0,4507.954197,370.243157
391,Point Z,0,6,0,4507.954197,370.242829
392,Point Z,0,6,0,4507.954197,370.242501
393,Point Z,0,6,0,4507.954197,370.242173
394,Point Z,0,6,0,4507.954197,370.242173
